dpi	gene	log2fold_change	base_mean	pvalue	padj
89	Synj2	-0.00117319964555453	10.906664424098569	0.997143348763517	0.999662388620542
89	Fmr1	-0.00101319625642843	17.135600650508362	0.9971244075131318	0.999662388620542
89	Sbno1	6.181505540703725e-4	59.26718475089656	0.9970817313635651	0.999662388620542
89	Tubb4a	4.828618170738976e-4	297.71089293200623	0.9969697489004014	0.999662388620542
89	Pi4ka	5.95275422859755e-4	83.95044187872017	0.9966856094577792	0.999662388620542
89	Agfg1	6.28661384777696e-4	85.59535921960074	0.9966137216723688	0.999662388620542
89	Ambra1	9.395962047194397e-4	41.39732795149087	0.996491588626494	0.999662388620542
89	Tmem121b	-0.00180993972232471	16.74066807450951	0.9963899068413372	0.999662388620542
89	Tceanc2	0.00154514959945544	10.25833042348244	0.9963605643243308	0.999662388620542
89	Armc8	0.00113750766432859	55.95033743021087	0.9962577604963802	0.999662388620542
89	Arxes2	-6.690774972789241e-4	81.6014026419726	0.9961624259646962	0.999662388620542
89	Thap4	-0.00157932877806471	12.726067279013131	0.9960237457624168	0.999662388620542
89	Arfgef2	0.00171215302377567	12.413430508764938	0.9959642531859968	0.999662388620542
89	Siah1a	0.00108125187348289	26.511287907200742	0.9958731436907652	0.999662388620542
89	Snx17	8.594889541290265e-4	37.778084832408105	0.9958597428136652	0.999662388620542
89	Ermard	0.00131713691728167	49.21875425047359	0.9958580808661056	0.999662388620542
89	Kidins220	5.629891568726282e-4	135.3091037665594	0.9957667528015076	0.999662388620542
89	Rngtt	-0.00209993529925155	8.915165272702259	0.9957491613477212	0.999662388620542
89	Etv5	0.00186751100849957	89.5659600129462	0.9957195259389372	0.999662388620542
89	C1qtnf12	0.00210572458684459	8.924867581071801	0.9955908869059178	0.999662388620542
89	Mrpl44	-0.00115684835225045	31.30539364726067	0.995527236694668	0.999662388620542
89	Cd164	-0.00124043611979151	27.373787141342422	0.9955091721441064	0.999662388620542
89	Cdk2ap2	-0.00166277824098909	17.8096975618871	0.9954308231910683	0.999662388620542
89	Gm15446	0.00312076679808015	9.553741027231608	0.9952145191952444	0.999662388620542
89	Arl16	-0.0017334724495019	11.777005970673398	0.9951288878952876	0.999662388620542
89	Tmem199	-0.00148106886964308	20.38811497601204	0.9950731239062364	0.999662388620542
89	Fmnl2	0.00184813189251046	15.081633200933856	0.994874356034512	0.999662388620542
89	Mtus2	-0.00140705105855455	34.19618858761737	0.9947998284508542	0.999662388620542
89	Coq10a	0.00180685233184753	15.41360985780163	0.9947614085951512	0.999662388620542
89	Bag6	-0.00104373077003317	82.51311331066269	0.9947587152225448	0.999662388620542
89	Rnf187	-6.647624865571371e-4	338.23672657839575	0.9947368244618808	0.999662388620542
